BLUE,GREEN,RED,NIR,SWIR,Landcover
747.5,1098.0,957.0,3309.3333,2751.25,grass
739.0,1092.0,954.0,3371.6667,2711.0,grass
725.5,1105.3334,923.0,3408.0,2703.6,grass
715.4,1073.5,921.0,3346.875,2677.8,grass
669.1667,954.8333,854.0,3292.25,2677.8,grass
729.5,1046.6666,887.25,3308.0,2629.0,grass
716.5,1068.0,823.0,3305.0,2629.0,grass
718.2083,1077.0,852.6667,3378.6667,2713.75,grass
745.0,1074.6666,867.5,3412.0,2707.5,grass
746.6667,1092.0,879.0,3479.3333,2700.6,grass
748.75,1081.0,943.0,3322.75,2712.55,grass
747.3333,1075.0,937.5,3364.5,2695.5,grass
740.5,1111.5,913.25,3409.0,2705.75,grass
759.5,1112.0,896.0,3436.0,2711.5,grass
744.4,1080.6666,881.5,3444.0,2695.75,grass
727.0,1064.0,867.3333,3379.0,2616.0,grass
728.75,1063.5,851.5,3469.0,2616.0,grass
743.0,1095.2,899.0,3473.0,2634.0,grass
744.6667,1080.0,916.5,3404.0,2608.5,grass
733.0,1064.0,899.0,3342.0,2650.0,grass
723.0,1073.5,893.5,3407.0,2652.0,grass
704.0,1058.0,841.5,3377.7144,2658.5,grass
714.5,1050.4,842.0,3293.5,2672.25,grass
700.0,1042.5,839.5,3282.0,2736.5,grass
709.5,1015.0,868.0,3234.0,2736.5,grass
720.1667,1052.75,894.0,3248.0,2746.5,grass
742.0,1068.0,967.5,3268.5,2751.25,grass
736.5,1067.2,928.5,3374.0,2711.0,grass
740.7917,1090.8,948.5,3441.0,2703.6,grass
731.4,1092.0,935.0,3308.0,2677.8,grass
719.375,1058.8,902.0,3374.2856,2677.8,grass
743.0,1028.6666,890.0,3335.3333,2633.0,grass
713.75,1079.0,886.5,3321.5,2584.5,grass
758.2857,1078.0,872.0,3502.0,2711.5,grass
728.8,1095.6,857.25,3482.6667,2720.75,grass
737.0,1111.0,946.0,3501.3333,2777.0,grass
763.5,1093.3334,963.0,3311.5,2777.0,grass
758.2,1095.6,988.0,3379.0,2728.0,grass
749.375,1076.5,965.5,3296.1667,2734.5,grass
745.3333,1079.0,949.0,3280.6667,2728.6667,grass
760.0,1077.6,971.0,3338.6667,2728.6667,grass
760.2,1063.2,951.75,3327.0,2724.8333,grass
741.3333,1081.5,970.0,3316.6667,2741.0,grass
761.0,1085.75,957.25,3379.0,2720.0,grass
753.0,1066.3334,920.0,3278.0,2692.5,grass
743.25,1052.5,911.75,3246.0,2691.5,grass
743.5,1063.3334,914.0,3198.0,2691.5,grass
722.0,1075.0,868.6667,3314.0,2673.0,grass
701.6,1060.0,843.25,3359.6667,2665.0,grass
724.8,1050.0,869.25,3376.0,2704.6667,grass
708.5,1030.5,886.0,3307.5,2704.6667,grass
716.2,1057.0,893.5,3327.3333,2704.5,grass
721.0,1092.0,906.0,3348.0,2715.0,grass
747.5,1107.2,909.0,3413.0,2748.0,grass
735.0,1100.5,928.5,3472.6667,2723.0,grass
744.3333,1110.0,921.5,3501.0,2776.0,grass
747.0,1080.0,905.5,3399.3333,2776.0,grass
724.0,1074.5714,922.25,3344.0,2736.25,grass
712.0,1057.5,874.0,3312.5,2724.5,grass
742.8,1062.0,995.0,3244.0,2708.6667,grass
772.4,1085.9,1029.0,3275.0,2708.6667,grass
775.5,1079.0,993.0,3251.0,2674.0,grass
759.3333,1059.5,978.0,3150.6667,2674.0,grass
747.0,1030.0,940.0,3125.0,2677.0,grass
784.0,1085.5,981.6667,3064.6667,2691.5,grass
776.6667,1083.3334,926.0,3135.6667,2665.0,grass
741.0,1092.0,877.0,3221.0,2657.0,grass
739.0,1092.0,873.0,3305.0,2704.6667,grass
708.25,1064.5,861.5,3324.0,2704.6667,grass
724.0,1059.6,888.5,3275.3333,2694.0,grass
740.6667,1090.0,874.0,3338.0,2694.0,grass
755.5,1111.3334,899.0,3361.3333,2723.0,grass
763.0,1124.0,913.0,3412.6667,2723.0,grass
747.0,1122.0,905.0,3346.4,2760.0,grass
731.0,1097.2,924.0,3394.0,2776.0,grass
734.25,1084.3334,913.0,3404.6667,2724.5,grass
